B01DFKC2SO,4.0,I don't know what the ' text' edit option of the reminder for as it still displays the speech to text 'text'.,"2,6",,Inquiry,
B01DFKC2SO,4.0,It's fun though.,3,,,
B00NIYJF6U,1.0,Within months and only a few uses the camera started showing me a black screen and not taking pictures.,1,C,,
B00NIYJF6U,1.0,I paid way too much for this item for the Gopro not to work.,3,,,
B00NIYJF6U,1.0,I contacted Gopro and they had every excuse in the world why it may not be working.,"3,4",,,
B00NIYJF6U,1.0,What a pain in the butt!,3,,,
B00NIYJF6U,1.0,Barely used in the water!,1,C,,
B00NIYJF6U,1.0,Maybe gopro hasn't figured out the LCD screen yet.,1,C,,
B01J24C0TI,2.0,Not impressed at all.,3,,,
B01J24C0TI,2.0,I am returning it and sticking with my Echo.i will wait for second gen.,4,,,
B01DFKC2SO,4.0,Paired easily enough with the Alexa app on my phone and my Bose Soundlink II bluetooth speaker.,"2,5",,Information Giving,
B01DFKC2SO,4.0,"Not as comprehensive in it's answers as my Google Home, but it's much easier to ask Alexa to tell Harmony to turn on an activity than it is to say 'Hey Google, tell Harmony to turn on...' in exactly the right inflection to match my initial voice pairing.","2,4,5",,Information Giving,
B01DFKC2SO,4.0,"Additionally, Alexa has native ecobee3 support, and Vera (home automation hub) support is in active development.",2,,Information Giving,
B01DFKC2SO,4.0,"Soon I will control the world, with only my voice!","3,6",,,
B01DFKC2SO,4.0,Or at least my z-wave/zigbee networked house.,6,,,
B01LRLJV28,2.0,the HDMI cable that came with it stopped working after ONE WEEK of use.,1,C,,
B01LRLJV28,2.0,everything else as described.,3,,,
B01LRLJV28,2.0,I hope the seller will see this and arrange a replacement.,7,,,
B019VM3F2M,2.0,Bought this thinking it had a five day batter life.,1,C,,
B019VM3F2M,2.0,I think we may have received a defective one because the battery drains within hours.,"1,7",C,,
B019VM3F2M,4.0,I really like this smartwatch.,3,,,
B019VM3F2M,4.0,I was mainly looking for an exercise/activity tracker that can also serve as a watch.,4,,,
B019VM3F2M,4.0,"Apple watch was too expensive and I recently made a switch to Galaxy S7 Edge, so I decided to go with the Fitbit Blaze.","4,5",,,
B019VM3F2M,4.0,The most amazing feature is that it tracks your sleep automatically so you can just wear it after you shower at night and just fall asleep.,"2,6",,Information Giving,
B019VM3F2M,4.0,It will automatically log your sleep data and sync it with your computer/phone/tablet.,2,,Information Giving,
B019VM3F2M,4.0,"Only 'flaw' of this watch, in my opinion, is that it is not water proof.",1,C,,
B019VM3F2M,4.0,This is a watch that I wear to the gym everyday and I wish I didn't have to take it off prior to showering and I wish I could wash my hands freely without worrying about getting too much water on this thing.,"1,6",C,,
B019VM3F2M,4.0,"Other reviews suggest, however, that one can wear this device in shower.",1,P,,
B019VM3F2M,4.0,I have not yet tried that myself.,4,,,
B01LRLJV28,1.0,I received the ps4 box damage.,7,,,
B01LRLJV28,1.0,This makes me ask if the product is new or used.,7,,,
B01LRLJV28,1.0,I'm really disappointed about it.,3,,,
B01DFKC2SO,2.0,Alexa is a VERY poor listener.,2,,Problem Discovery,
B01DFKC2SO,2.0,I purchased a few dozen books from Audible Books and it's like pulling teeth to get this stupid robot voice to read them.,"3,4",,,
B01DFKC2SO,2.0,"Some, she flat won't read and others, I need to repeat the title at least a dozen times before this dumb twit  cues them up.","2,6",,Problem Discovery,
B01DFKC2SO,2.0,"Other times, she cuts me off mid-sentence and says she can't find what I'm looking for.",2,,Problem Discovery,
B01J24C0TI,4.0,Has the potential to be great!,3,,,
B01J24C0TI,4.0,Pretty good right now.,3,,,
B01J24C0TI,4.0,"Voice by itself can only do so much, a picture is worth a thousand words.",2,,Information Giving,
B01J24C0TI,4.0,The combination will likely be the best mid term solution until VR / AR comes along.,2,,Information Giving,
B01J24C0TI,4.0,"Industrial design is not going to impress, and certainly not anything like Apple quality - but it gets the job done and with future updates I expect this to be a long term winner.","1,2",C,Information Giving,
B01J24C0TI,1.0,I thought this was gonna be a really great addition to the echo family.,3,,,
B01J24C0TI,1.0,"Even after you turn off all the home screen spam options it comes with, your still left with a constant try hey Alexa show me traffic and other tips of things you can do.",2,,Problem Discovery,
B01J24C0TI,1.0,"Even when you sync your calendar and try to get it to just show your up next, underneath is still try hey Alexa spam.",2,,Problem Discovery,
B01J24C0TI,1.0,Highly disappointed I was hoping for a cool clock and weather display/ calendar and not scrolling tips for Alexa.,2,,Problem Discovery,
B01J24C0TI,1.0,Totally cheapens the asthetic of the device.,1,C,,
B0106IS5XY,3.0,Ordered a new Pebble Time smart watch.,"3,4",,,
B0106IS5XY,3.0,Received what seemed like a customer return or a refurbished unit.,7,,,
B0106IS5XY,3.0,Missing plastic film on screen.,7,,,
B0106IS5XY,3.0,Screen bezel creaks badly with slightest pressure.,1,C,,
B0106IS5XY,3.0,Debating on whether to return it due to bad creaking noise.,1,C,,
B0106IS5XY,3.0,Soft touch band feels nice.Buttons are solid.,1,P,,
B0106IS5XY,3.0,1.25 inch screen acceptable though would have been better with 1.5 inch screen..,1,"P,R",,
B01LRLJV28,2.0,"I set up the wifi and even if the connection test was successful, when attempting to connect to the PSN network the console would hang at a loading screen.","2,6",,Problem Discovery,Reliability
B01LRLJV28,3.0,"I got it for my wife for xmas, It keeps shutting down and freezing","1,2",C,Problem Discovery,"fault tolerant, recoverability"
B01LRLJV28,4.0,Its a playstation,8,,,
B00NIYJF6U,5.0,"Pros: -Great video quality -Touch screen makes making commands way easy -Buttons are nice alternative--takes some getting used to--to the touch screen -Lots of filming/photographic options: burst, time lapse, night, etc.","1,2",P,Information Giving,
B00NIYJF6U,5.0,-Great discount for Thanksgiving!,7,,,
B00NIYJF6U,5.0,"-Came with some mounts -Can sync with wifi and control from app on your phone Cons: -Audio quality when in the housing is not the greatest...not meant for audio recording -Lots of possible settings, need to do homework to figure out what is best for different situations -Box came all dented, but the product was not damaged -App connects via wifi instead of blue-tooth","1,2,6,7",C,Information Giving,
B00NIYJF6U,5.0,Love this camera!,3,,,
B00NIYJF6U,5.0,Love learning to use it!,2,,Information Giving,
B00NIYJF6U,5.0,Great video and audio on this little camera.,"1,2",P,Information Giving,
B00NIYJF6U,5.0,I was surprised how small this thing was.,"1,4",O,,
B00NIYJF6U,5.0,"It is smaller than a 3x5' index card, about half the size.",1,O,,
B00NIYJF6U,5.0,I wanted one of these after I saw photos other scuba divers took with their Gp Pro cameras.,5,,,
B00NIYJF6U,5.0,I received this as a gift from my spouse with a bunch of accessories.,4,,,
B00NIYJF6U,5.0,I'm anxious to use it when I go diving this summer in FL and AL areas.,"4,6",,,
B00NIYJF6U,5.0,I'm sure it will live up to its hype and will update my review accordingly.,4,,,
B00NIYJF6U,5.0,"I plan to use mine for scuba diving, kayaking, hiking and other outdoor activities.",6,,,
B00NIYJF6U,5.0,This camera is amazing.,3,,,
B00NIYJF6U,5.0,It's silly for me to write a review when the bazillions of Videos filmed on GoPros speak for themselves.,3,,,
B00NIYJF6U,5.0,"It's just really awesome having a camera that I can take surfing, skateboarding, biking, hiking, and pretty much anywhere else right out of the box.","3,6",,,
B00NIYJF6U,5.0,I've bought a few accessories (you'll want some kind of pole and some different mounts depending on what you're into) but it's really cool just as a rugged camera.,"3,6",,,
B00NIYJF6U,5.0,The app makes it easy to upload and edit footage too.,2,,Information Giving,
B00NIYJF6U,5.0,The only gripe I have is that the little cover for the charger input isn't attached (you just remove it completely to access the port) and I'm sure I'll lose it eventually.,1,C,,
B00NIYJF6U,5.0,"Otherwise, this is a solid little camera and I really love it.",1,P,,
B019VM3F2M,4.0,Much better than the fit bit HR.,5,,,
B019VM3F2M,4.0,"Longer battery life, large dial, more sensitive to footsteps.",1,P,,
B019VM3F2M,4.0,"Somewhat inaccurate on stairs, especially if you hold the banister with the watch hand.","2,6",,Problem Discovery,
B01LRLJV28,3.0,"The box showed up damaged, the Playstation was fine and the price went down $30 the next week","3,7",,,
B019VM3F2M,2.0,This is a great idea and everything on the watch works great except the HR monitor.,"1,3",C,,
B019VM3F2M,2.0,I absolutely love the features and everything the watch does except the HR monitor.,"1,3",C,,
B019VM3F2M,2.0,The HR monitor was the main reason I wanted the watch so I could get rid of my chest strap HR monitor.,"1,4",P,,
B019VM3F2M,2.0,The watch did very well at tracking HR while running but did a terrible job while I was lifting weights.,1,"C,P",,
B019VM3F2M,2.0,I would be in the middle of my lift and look down and the monitor would be stuck on 64 bpm when I know it should be up around 110ish.,1,C,,
B01J24C0TI,1.0,This unit was not at all compatible with what I already set up on my Echo.,2,,Problem Discovery,
B01J24C0TI,1.0,"It did not know any of the control commands (like shut off the lights) and wanted me to 'reprogram' it separately (I already spent many, many hours getting the Echo to work with my automated home products -and, for some reason, the Show COULD NOT SEAMLESSLY REPLACE THE ECHO FEATURES).","2,6",,Problem Discovery,
B01J24C0TI,1.0,"Unlike the Echo, it is very difficult to know when Alexa wakes when standing behind the unit  because it does not have a light on the back or sides (like Echo's revolving light display).",1,R,,
B01J24C0TI,1.0,"You can turn on an audible alert of Alexa's waking, but that disappears when power is lost (as does the wake word for my Dot)  and is not loud enough to be effective.",1,C,,
B01J24C0TI,1.0,"And, speaking of sound, THE SOUND QUALITY OF THE SHOW IS VERY MUCH INFERIOR TO THE ECHO.","1,5",C,,
B01J24C0TI,1.0,The unit does not have 360 degree sound and the volume is most  inferior to the Echo.,"1,5",C,,
B01J24C0TI,1.0,I simply had to return this  product because I feel that it was not well thought out.,3,,,
B01J24C0TI,1.0,before launching.,8,,,
B01LRLJV28,1.0,Console doesn't work.,3,,,
B01LRLJV28,1.0,Will be returning product,3,,,
B0106IS5XY,4.0,i love the watch but there are a few issues with the design.,"1,3",C,,
B0106IS5XY,4.0,1. the finish scratches really easily: any bump on a somewhat hard surface will scratch the matt finish on the watch-face.,1,C,,
B0106IS5XY,4.0,2. the software needs work: i am constantly having to uninstall/reinstall the pebble time app for android.,2,,Problem Discovery,
B0106IS5XY,4.0,I did find that if you disconnect then reconnect the watch it sometimes fixes the issue but i shouldn't have to do that twice or more a week.,"2,6",,Problem Discovery,
B0106IS5XY,4.0,From time to time the battery life goes form 3-4 days to 5-6 hours; the watch won't update; i can't load setting in the android app and I won't receive notifications.,"2,6",,Problem Discovery,
B0106IS5XY,4.0,There is a large amount of watch-faces to chose from and a lot of apps.,"1,2",P,Information Giving,
B0106IS5XY,4.0,I'm happy about it but i wish the software was better.,"2,3",,Feature Request,
B01J24C0TI,1.0,My echo show worked 5 minutes ago and now it is not responding.,"3,4",,,
B01J24C0TI,1.0,It is still hooked to my wifi.,1,C,,
B01J24C0TI,1.0,What could be the problem?,3,,,
B01J24C0TI,2.0,I have to say I think I prefer the original.,6,,,
B01J24C0TI,2.0,I feel like I'm being spammed all day with the 'tips' and any news on the screen always requires you to ask Alexa for more info.,2,,Problem Discovery,
B01J24C0TI,2.0,It would be a much better product if Amazon would allow you to set the home screen to just display time and temperature.,2,,Feature Request,
B01J24C0TI,2.0,Hopefully they will give us the opportunity to set the home screen as we like-right now that's not an option.,2,,Feature Request,
B01J24C0TI,2.0,I can see me unplugging the Echo Show and giving it away and going back to the original if we can't configure the device to our own preferences.,3,,,
B00NIYJF6U,2.0,Buyer beware.,3,,,
B00NIYJF6U,2.0,I used the wifi with it recently and noticed a thumping or helicopter like sound on the audio.,1,C,,
B00NIYJF6U,2.0,Turns out this is a common issue with this camera.,3,,,
B00NIYJF6U,2.0,No way to fix it and since I'm past the 1 year warranty...looks like I'm stuck with it.,7,,,
B00NIYJF6U,2.0,"If you purchase, you should IMMEDIATELY test it with the wifi settings to see if you can hear the thumping in the audio!",1,C,,
B00NIYJF6U,2.0,!,8,,,
B00NIYJF6U,3.0,battery last less than my previous one,1,C,,
B00NIYJF6U,5.0,"My principal concerns when buying the camera were that the battery life and card capacity would not measure up to advertised performance, but I was pleasantly surprised to find that these numbers are reliable.",1,P,,
B00NIYJF6U,5.0,"I also worried about low-light performance, but obtained entirely satisfactory footage with ISO limited to 800 using ProTune settings (2.7k, 24 fps) in some very poorly-lit interiors of the Chernobyl Nuclear Power Plant.",1,P,,
B00NIYJF6U,5.0,GoPro's video editing and importing software is easy to use and recommended.,2,,Information Giving,
B00NIYJF6U,5.0,"Luckily, the process is handled effortlessly through the GoPro editing and importing software.",2,,Information Giving,
B00NIYJF6U,5.0,"I am not really a fan of the big LCD screen; with a limited power budget and an easy-to-use menu on the front of the camera, I suspect most users will ultimately turn the rear screen off.",1,C,,
B0106IS5XY,3.0,I bought this Smartwatch for my boyfriend and he loves all of the functions.,"2,4",,Information Giving,
B0106IS5XY,3.0,The only thing he wishes it has is a music application.,2,,Feature Request,
B0106IS5XY,3.0,"Why we are rating this as three stars is because the band that is provided has caused a rash, blisters and looks like a burn.",1,C,,
B0106IS5XY,3.0,He is now looking for a different band because he truly loves the watch.,3,,,
B01LRLJV28,2.0,"Uncharted 4 is a waste of money, buy another package or just buy the system alone!",3,,,
B01J24C0TI,1.0,So much potential but poor execution.,3,,,
B01J24C0TI,1.0,Trying to get it to play the YouTube video I was is nearly impossible.,2,,Problem Discovery,
B01J24C0TI,1.0,Why can I just cast it from my phone?,2,,Feature Request,
B01J24C0TI,1.0,"Oh wait I should be using voice, but something is wrong the search.",2,,Problem Discovery,Human Usability?
B01J24C0TI,1.0,The same query on my phone shows something completely different and wrong on the Echo Show.,2,,Problem Discovery,
B01J24C0TI,1.0,"Sometimes it shows a query saying ask Alexa ... and I ask it, but the device says I don't know anything about that.",2,,Problem Discovery,
B01J24C0TI,1.0,What the hell?,3,,,
B01J24C0TI,1.0,Save your money.,3,,,
B01J24C0TI,1.0,Just stick to the Echo and the dot.,4,,,
B01DFKC2SO,2.0,Update: this thing is a joke.,3,,,
B01DFKC2SO,2.0,It gets dumber every day that goes by and now it constantly disconnects from the internet.,"1,2",C,Problem Discovery,
B01DFKC2SO,2.0,I've had my dot for about 3 months and it's gradually getting worse over time.,"3,4",,,
B01DFKC2SO,2.0,It's less and less responsive to the point of me basically yelling at it to shut the damn lights off.,"2,3",,Problem Discovery,
B01DFKC2SO,2.0,"When it works, it's great.. but more often than not, it's a dumpster fire that makes you want to throw it across the room.",3,,,
B01J24C0TI,1.0,This device has been a huge disappointment.,3,,,
B01J24C0TI,1.0,"I have to repeat nearly every request multiple times, carefully articulating every syllable.",2,,Problem Discovery,Human Error etc.
B01J24C0TI,1.0,I do not experience the same issues with either of the two echos.,"2,4,5",,Problem Discovery,
B01J24C0TI,1.0,Wish I had bought a third one instead of this paperweight.,5,,,
B019VM3F2M,2.0,"I've been holding off on the review just to check things out 1st, well, my review is the battery life is absolutely terrible.","1,4",C,,
B019VM3F2M,2.0,"The watch itself, not the best but not bad.",3,,,
B019VM3F2M,2.0,"I have to charge this every 3 days, completely dead.....",1,C,,
B01J24C0TI,5.0,So far so good Wish it did more live news rather than just flash news hopefully app,2,,Feature Request,
B019VM3F2M,5.0,This is a nice little gadget to have if your trying to live a more active life.,3,,,
B019VM3F2M,5.0,I love that I can track and graph my progress with the app as well.,2,,Information Giving,
B019VM3F2M,5.0,I've had my Blaze for a little over a month and I've lost 16lbs...,"3,4",,,
B019VM3F2M,5.0,It helps keep me moving and motivated!,"3,4",,,
B019VM3F2M,5.0,"If you're thinking about buying this, just do it!",3,,,
B019VM3F2M,5.0,You won't regret it.,3,,,
B019VM3F2M,5.0,You can make 'friends' and compete to get the most steps.,2,,Information Giving,
B01DFKC2SO,4.0,I got the full size Echo but ended up returning it.,"4,7",,,
B01DFKC2SO,4.0,I didn't see the value in it and wasn't too impressed with its audio and picking up voice (had to repeat commands or questions).,2,,Problem Discovery,
B01DFKC2SO,4.0,I decided to get the dot since it's cheaper.,3,,,
B01DFKC2SO,4.0,The good: its smaller and can use USB power.,1,P,,
B01DFKC2SO,4.0,"Audio is loud enough and can plug into your home audio system, car, Bluetooth speakers.",1,P,,
B01DFKC2SO,4.0,The negatives: the volume is not nearly as loud as the bigger Echo (obviously).,1,C,,
B01DFKC2SO,4.0,It's has big potential and not a bad device for its cost.,3,,,
B01DFKC2SO,4.0,Might buy another for downstairs later on.,4,,,
B0106IS5XY,3.0,I really liked this watch when I saw it on a friend.,"3,4",,,
B0106IS5XY,3.0,I have worn the watch 4 months and the buttons have been difficult to operate and eventually the watch would freeze up.,"1,2,4",C,Problem Discovery,
B0106IS5XY,3.0,"Also, even with the backlight the screen was too dark and lacked sharp color.",1,C,,
B0106IS5XY,3.0,I have contacted Pebble customer service for a replacement watch.,4,,,
B0106IS5XY,3.0,"If I don't get a replacement and it is better ,  I doubt I will order another of these.",4,,,
B019VM3F2M,4.0,Stopped working/charging 30 days after my purchase and this was our second one.,1,C,,
B019VM3F2M,4.0,The first one didn't last 30 days either.,1,C,,
B019VM3F2M,4.0,"We thought that one had a defect so we returned it, but turns out this one didn't last much longer before its no good.","3,7",,,
B019VM3F2M,4.0,I am so disappointed because My husband and I both loved our fit bits.,"3,4",,,
B019VM3F2M,4.0,I have a Charger 2 and have not had any problems at all with this model.,"3,4",,,
B019VM3F2M,4.0,It was promptly replaced with a new one and my husband and I still love out FitBit!,"3,4",,,
B01J24C0TI,5.0,love the experience with both voice and display.,1,P,,
B01J24C0TI,5.0,Use mainly for music and info but also control Lutron lighting and Honeywell HVAC.,"1,6",O,,
B01J24C0TI,5.0,Keep the skills coming.,2,,Feature Request,
B00NIYJF6U,3.0,Check out youtube: https://www.youtube.com/watch?v=0cKKLpnLmHg Go Pro is very hard to deal with.,3,,,
B01DFKC2SO,3.0,The 1st one died in 3 months and I did not buy the insurance on it.,"3,4",,,
B01DFKC2SO,3.0,I contacted Amazon and they said they'd send me another echo for $49 which I totally balked at.,7,,,
B01DFKC2SO,3.0,I told them it didn't make sense for me to spend $49 for another one when the first one didn't even last three months!,7,,,
B01DFKC2SO,3.0,After much discussion an Amazon customer service supervisor agreed to send me a replacement at no charge.,7,,,
B01DFKC2SO,3.0,Kudos to Amazon for standing up for what's right.,7,,,
B01J24C0TI,4.0,And I looks good while doing it.,3,,,
B01J24C0TI,4.0,I find some difficulty searching you tube and would love to be able to just push things to the screen like you can do with Apple TV and chrome cast.,"2,5",,Feature Request,
B01J24C0TI,4.0,I upgraded from an original echo first gen so this is quite an improvement,"3,6",,,
B01J24C0TI,4.0,I enjoy it.great upgrade from Alexa.my small gripe is when I'm speaking to someone on the other end of the show when I said Alexa it activates the commands.need more names seeing that I have multiple devices in my house.,"2,3",,Information Giving,Interoperability
B01J24C0TI,4.0,Can't say anything else because I'm still getting use to it.,4,,,
B01J24C0TI,4.0,But I do love the device especially it's compatible with my ring system.,2,,Information Giving,Interoperability
B0106IS5XY,4.0,This is my first smart watch that my mom bought for me as a celebratory gift.,4,,,
B0106IS5XY,4.0,This watch has a variety of free watch faces available for download on its 'app store' which allows you to customize it.,"2,6",,Information Giving,
B0106IS5XY,4.0,"There's a lot of apps available, but a lot of them seem redundant, such as having a timer, stopwatch, 'flashlight', or pedometer.",2,,Problem Discovery,
B0106IS5XY,4.0,There doesn't seem to be anything 'new'.,3,,,
B0106IS5XY,4.0,"I actually haven't tried any of the fitness apps, so I have little else to add.",4,,,
B0106IS5XY,4.0,It's okay when it comes to maneuvering through the watch's interface.,8,,,
B0106IS5XY,4.0,IIt was confusing at first because I kept trying to use my finger on the screen like a phone.,1,C,,
B0106IS5XY,4.0,I got used to it.,4,,,
B00NIYJF6U,3.0,I bought it for vacation in Australia and beach time and made sure it was fully charged before going on the plane.,6,,,
B00NIYJF6U,3.0,The only time I went to use it on the trip in the beach at the end of my vacation and the GoPro was flat.,6,,,
B00NIYJF6U,3.0,Somehow it had switched on in the bag and flattened the battery and I had no idea because I hadn't used it yet.,1,C,,
B00NIYJF6U,3.0,"I thought of using it when I go skiing and attach it to my helmet, but so far I have had issues attempting to do this - the plastic won't separate in order for me to stick it on the helmet.","1,6",C,,
B00NIYJF6U,3.0,I'll probably head to REI to see if someone can help me out.,8,,,
B01LRLJV28,4.0,It is good,3,,,
B01J24C0TI,5.0,"I was wrong, this is the most intuitive device Amazon has developed.",3,,,
B01J24C0TI,5.0,You'll begin learning how to use it from the moment you unpackage the device.,2,,Information Giving,
B01J24C0TI,5.0,Have trouble with technology?,4,,,
B01J24C0TI,5.0,"No worries, as Echo Show will help you along and tell you how to ask what you're looking for.",2,,Information Giving,
B01J24C0TI,5.0,"Prime Music, shopping, local weather, news, audio books, videos, etc.",2,,Information Giving,
B01J24C0TI,5.0,etc.,8,,,
B01J24C0TI,5.0,etc.,8,,,
B01J24C0TI,5.0,"- Take the chance, you won't regret a minute you spend with this beauty.",3,,,
B01DFKC2SO,5.0,I was offered the echo debut price of 99 a long time ago and held out until the 2017 prime day deal on the dot.,4,,,
B01DFKC2SO,5.0,"The dots speaker is great, I was very surprised actually.",1,P,,
B01DFKC2SO,5.0,"For a single room, listening to podcasts, or music even, it beats the portable bluetooth speaker I had been using.",1,P,,
B01DFKC2SO,5.0,"I will be pairing it with a new speaker because I'd already scored another awesome prime deal, but for other rooms in the future where I would like additional dots, I don't think it's necessary.","1,6",C,,
B01DFKC2SO,5.0,"I had no issues with wifi set up, or connecting to bluetooth headphones.",1,P,,
B00NIYJF6U,2.0,My videos was very choppy.,2,,Problem Discovery,
B00NIYJF6U,2.0,"I did use an high end SDD card, but still a bit shaky.","1,6",O,,
B00NIYJF6U,2.0,Returned it.,8,,,
B0106IS5XY,2.0,Very entry level smartwatch.,3,,,
B0106IS5XY,2.0,My 13 year old son wasn't even interested.,"3,4",,,
B0106IS5XY,2.0,Worth spending a bit more for something with more features and better looking interface.,2,,Problem Discovery,
B00NIYJF6U,4.0,I have been wanting a GoPro for years.,4,,,
B00NIYJF6U,4.0,I ended up choosing the HERO4 Silver because of the night feature and the screen.,5,,,
B00NIYJF6U,4.0,"I love being able to see the digital picture rather than having to just point, click, and hope for the best.",1,P,,
B00NIYJF6U,4.0,"The case did crask already, which I was a bit disappointed with because I was really hoping for more durability.",1,C,,
B00NIYJF6U,4.0,"Overall this has been very fun to take camping, hiking, diving, and so much more.","3,6",,,
B00NIYJF6U,4.0,I've already gotten some amazing pictures and with some more time to adjust to the wide angle lense I'm sure they will only keep getting better!,"1,5,6",P,,
B01LRLJV28,2.0,"it started good, but in several days it simply won't turn off.",3,,,
B01LRLJV28,2.0,I'' pretty sure it has something to do with factory defect.,3,C,,
B01LRLJV28,2.0,My friend also owns one and is working superb.,"3,4",,,
B01DFKC2SO,4.0,I was looking into home automation with Siri compatibility.,5,,,
B01DFKC2SO,4.0,I have Hue and Lutron bridge that works with Echo Dot.,"2,5",,Information Giving,
B01DFKC2SO,4.0,I use it daily and works great.,"3,6",,,
B01DFKC2SO,4.0,"However, some how and some way, Echo Dot loses connection and reconnects.",2,,Problem Discovery,
B01DFKC2SO,4.0,"On skills, I have added few skills for information on news, weather, reading ebook and such.","2,6",,Information Giving,
B01DFKC2SO,4.0,It comes very handy while I need a fast update.,2,,Information Giving,
B01DFKC2SO,4.0,I am very much going to purchase another one or when 3rd generation is released.,"3,4",,,
B01LRLJV28,2.0,I like playstation but the console did not have anot  fiber optic audio output.,1,C,,
B01LRLJV28,2.0,I have a projector for my TV and the audio input is fiber optic on a surround sound system.,4,,,
B01LRLJV28,2.0,The hdmi on it is output only.,1,C,,
B01LRLJV28,2.0,The is very frustrating when you want to play a game but it doesn't have any sound.,1,C,,
B01J24C0TI,5.0,Found it more far more useful than expected.,3,,,
B01J24C0TI,5.0,"Bought 2, and can use as a visual intercom via the drop in feature.","2,6",,Information Giving,
B01J24C0TI,5.0,Lock my self out of the house and used the amazon app on phone to drop in and get the family's attention inside (drop in on phone app works from on celluar data also).,"2,6",,Information Giving,
